29818,1627,ACHIAUTA
32206,1670,ACHIAUTLA (XIAGTLA)
28867,1578,ACHICHINALCO
8387,2164,ACHICHIPIC
34077,1728,ACHICHIPICO
19430,2245,ACHICHIPICO
7689,2157,ACHIYAHUAL
16334,2226,ACHOTAL
5203,2120,ACHUPIL
35625,1772,ACOCOGTA
34937,1754,ACOCOGTA
30546,1612,ACOCOMOTLA
24674,2081,ACOCOTA
30292,1608,ACOCULCO (ALAMEDILLA)
31545,1653,ACOCULCO (ALCAPARRA)
28781,1574,ACOCULCO (LOS POTREROS)
922,2089,ACOLCO
30293,1608,ACOLIHUIA
2695,2107,ACOMULCO
21872,2259,ACONTITLA
29453,1616,ACONTITLA PARAJE
24485,2290,ACONTLA
30095,1602,ACONTLA (LOS OROPEZA)
5000,2117,ACOSCUATITLA
21571,2258,ACOSTA MAZA
21561,2258,ACOTOPE
24572,2291,ACOXCONTITLA
31773,1656,ACOYOTITLA
2637,2105,ACOYOTLA
28767,1573,ACTEOPAN
28695,1572,ACTIPAN DE MORELOS (SANTA MARIA ACTIPAN)
32986,1666,ACTIPAN DE MORELOS (ZONA ESMERALDA)
29372,1596,ACTIPAN (SAN ISIDRO)
32271,1674,ACTIVOS VITAMINICOS Y AGROPECUARIOS
22573,2264,ACTOPAN
14727,2212,ACTOPAN
482,2084,ACTOPAN
35921,1779,ACUACO
24556,2290,ACUAPA
17304,2233,ACUAPA
21873,2259,ACUATEMPA
24599,2291,ACUATITLA
2103,2098,ACUAYUCAN
31454,1649,ACUITAPILCO
8224,2160,ACUITLATIPAN
810,2085,ACULA
17293,2233,ACULTZINAPA
2130,2099,ACULTZINAPA (SAN MIGUELITO)
2640,2105,ACXITLA
11588,2201,ADALBERTO TEJEDA
10738,2193,ADALBERTO TEJEDA
18295,2239,ADALBERTO TEJEDA
9087,2171,ADALBERTO TEJEDA
5377,2120,ADALBERTO TEJEDA
7108,2151,ADALBERTO TEJEDA
17329,2234,ADALBERTO TEJEDA (LA IGUANA)
17169,2230,ADAN EUGENIO TRINIDAD
25345,2274,ADAN GARCIA CHICO
385,2083,ADELA JOACHIN SANTOS
2034,2176,ADELA LAGUNES
33200,1701,ADHESIVOS
7109,2151,ADOLFO LOPEZ MATEOS
10793,2193,ADOLFO LOPEZ MATEOS
13307,2210,ADOLFO LOPEZ MATEOS
19611,2088,ADOLFO LOPEZ MATEOS
16903,2230,ADOLFO LOPEZ MATEOS
5517,2120,ADOLFO LOPEZ MATEOS
21205,2257,ADOLFO LOPEZ MATEOS
32520,1680,ADOLFO LOPEZ MATEOS
15361,2216,ADOLFO LOPEZ MATEOS (DESVIACION A NIGROMANTE)
2867,2113,ADOLFO LOPEZ MATEOS (EL MARINERO)
9973,2185,ADOLFO LOPEZ MATEOS (LA LOMITA)
24160,2285,ADOLFO LOPEZ MATEOS (SAN JOSE DE ENMEDIO)
14425,2211,ADOLFO LOPEZ MATEOS (TARACUAN)
7212,2151,ADOLFO LOPEZ MATEOS VIEJO (LOPEZ VIEJO)
9088,2171,ADOLFO LOPEZ MATEOS (ZACATAL)
1153,2091,ADOLFO MORENO
6274,2179,ADOLFO RAMOS VENEGAS
16221,2225,ADOLFO RUIZ CORTINES
16190,2225,ADOLFO RUIZ CORTINES
14288,2211,ADOLFO RUIZ CORTINES
25521,2278,ADOLFO RUIZ CORTINES
21206,2257,ADOLFO RUIZ CORTINES
4713,2141,ADOLFO RUIZ CORTINES
24429,2290,ADOLFO RUIZ CORTINES
16218,2225,ADOLFO RUIZ CORTINES DOS
16049,2225,ADOLFO RUIZ CORTINES (LA FLOREÑA)
7281,2152,ADOLFO RUIZ CORTINES (LA PASTORIA)
9174,2171,ADRIAN CASTREJON
9089,2171,ADRIAN CASTREJON VIEJO
25522,2278,ADRIAN DOMINGUEZ MENDEZ
15756,2218,ADRIAN WILLIAMS
4054,2135,AEROPISTA
33045,1692,AFRICA
32749,1684,AFRICAM SAFARI
33053,1692,AFRICA VIEJA
7569,2154,AGAPITO MEXICANO
3796,2131,AGAPITO MORALES
21837,2258,AGAPITO RODRIGUEZ VAZQUEZ
22390,2263,AGOTOPAL
4450,2139,AGOYOTHA
14241,2210,AGREGADOS
4909,2116,AGRICOLA 20 DE NOVIEMBRE
35864,1777,AGUA MEZQUITE
10705,2191,AGRICOLA KARAT DE MEXICO
11739,2202,AGRICOLA LAZARO CARDENAS
2804,2111,AGRICOLA LOMA DE SANCHEZ
10663,2191,AGRICOLA TROPICAL DEL GOLFO (SANTA TERESA)
17072,2230,AGROPECUARIA AZUZUL
32291,1674,AGROPECUARIA VALLE DEL PINAL
24308,2287,AGUA AGRIA
16196,2225,AGUA AGRIA
33539,1714,AGUA AZUL
10432,2189,AGUA AZUL
31739,1655,AGUA AZUL
8979,2169,AGUA AZUL
4725,2141,AGUA AZUL
808,2084,AGUA AZUL
9466,2283,AGUA BENDITA
7352,2153,AGUA BENDITA
31093,1641,AGUA BLANCA
8487,2164,AGUA BLANCA
34585,1747,AGUA BLANCA
29326,1594,AGUA BONITA
18400,2240,AGUA BUENA
6096,2179,AGUA BUENA
2078,2096,AGUA CALIENTE
2865,2113,AGUA CALIENTE
7327,2152,AGUACAPA
18061,2238,AGUACATAL
13449,2210,AGUACATE
3404,2127,AGUACATE
19469,2088,AGUACATE DE VINAZCO
19470,2088,AGUACATE PASO DEL PERRO
16335,2226,AGUACATILLO
8358,2163,AGUACATITA
31900,1657,AGUACATITLA
35099,1759,AGUACATITLAN
19454,2245,AGUACATLA
15201,2215,AGUACATZINTLA
9974,2185,AGUA CERCADA
35680,1774,AGUA CHILPA
851,2086,AGUACHINOLA
24601,2291,AGUA CHORREADA
32100,1665,AGUA CLARA (LA CONCHA)
5819,2179,AGUA CLARITA
20979,2173,AGUA CLARITA
24340,2287,AGUA DE LA GALLINA
24345,2287,AGUA DE LA GALLINA
34293,1737,AGUA DE LA LUNA
29982,1602,AGUA DEL AMATE
33357,1710,AGUA DEL AMATE
32012,1663,AGUA DE LA MINA
29947,1600,AGUA DEL CARBONERO
32476,1679,AGUA DEL CARRIZO
24892,2145,AGUA DE LEON
33353,1710,AGUA DE LEON
32484,1679,AGUA DEL MACHETE
9962,2185,AGUA DEL ROMERO
923,2089,AGUA DE ORO
6673,2124,AGUA DIONDAS
9521,2172,AGUA DORADA
29983,1602,AGUA DORADA
34519,1744,AGUA DULCE
30737,1633,AGUA DULCE
34621,1747,AGUA DULCE
29984,1602,AGUA DULCE (LOMA LARGA)
6298,2179,AGUA DULCITA
35880,1777,AGUA EL BURRO
35894,1777,AGUA EL CARRIZO
33910,1724,AGUA EL DINUXO
29056,1586,AGUA EL GABRIEL
33907,1724,AGUA EL PAJARITO
33946,1724,AGUA EL PALMON
35881,1777,AGUA EL TEMPESQUISTLE
4822,2144,AGUA ESCONDIDA
21278,2257,AGUA ESCONDIDA
3954,2134,AGUA ESCONDIDA
15033,2178,AGUA ESCONDIDA
14734,2212,AGUA ESCONDIDA
29399,1596,AGUA ESCONDIDA
10138,2187,AGUA ESCONDIDA
22137,2259,AGUA ESCONDIDA
28684,1571,AGUA ESCONDIDA
15684,2181,AGUA ESCONDIDA
24856,2087,AGUA ESCONDIDA
29985,1602,AGUA ESCONDIDA
24375,2289,AGUA ESCONDIDA (EL OLVIDO)
34647,1745,AGUA ESCONDIDA EL SALITRERO (LA JICARA)
31689,1655,AGUA ESCONDIDA (SANTA CRUZ AGUA ESCONDIDA)
21874,2259,AGUA FRIA
10792,2193,AGUA FRIA
9589,2174,AGUA FRIA
24629,2291,AGUA FRIA
583,2084,AGUA FRIA
20788,2173,AGUA FRIA
17170,2230,AGUA FRIA
28782,1574,AGUA FRIA
23799,2277,AGUA FRIA
9745,2174,AGUA FRIA
30692,1633,AGUA FRIA
35215,1762,AGUA FRIA
5533,2121,AGUA FRIA
16577,2226,AGUA FRIA (EL PORVENIR)
15370,2216,AGUA FRIA NAZARENO
7696,2158,AGUA FRIA UNO
29986,1602,AGUA HEDIONDA
31774,1656,AGUA HEDIONDA
24602,2291,AGUA HEDIONDA
33616,1716,AGUA JARRO
35893,1777,AGUALCAHUINCO
33870,1724,AGUA LEON
21000,2254,AGUA LINDA
32577,1681,AGUA LINDA
31775,1656,AGUA LINDA
13448,2210,AGUA MARINA
13223,2208,AGUA MARINA
35895,1777,AGUA MIXTECO
29525,1619,AGUA MUCHIL (LOS MOCHIS)
12069,2208,AGUA NACIDA
32603,1681,AGUA NACIDA
19471,2088,AGUA NACIDA
32641,1681,AGUA NACIDA
8124,2159,AGUA NACIDA
32477,1679,AGUA NEGRA
20014,2246,AGUA NUEVA
33947,1724,AGUA NUEVA
33588,1716,AGUA PAJARO
33922,1724,AGUA PALMITAS (EL PALENQUE)
29406,1596,AGUA PALOMITA
5088,2118,AGUAPANI
67,2083,AGUAPINOLE (CUAPINOLE)
33560,1714,AGUA PRIETA
9467,2283,AGUA REGADA
18279,2239,AGUA SALADA
30738,1633,AGUA SALADA
4917,2116,AGUA SALADA
30077,1602,AGUA SALADA
32815,1684,AGUA SANTA
23931,2279,AGUA SANTA
23048,2268,AGUA SANTA
1185,2091,AGUA SANTA
29630,1624,AGUA SANTA
5,2102,AGUA SANTA
3892,2134,AGUA SANTA
34294,1737,AGUA SANTA ANA
30432,1608,AGUA SANTA (CIENEGA LARGA)
28986,1583,AGUA SANTA II
7697,2158,AGUAS PRIETAS (LOS CERROS)
15667,2181,AGUASUELAS
35906,1777,AGUA TECOLOTE
35896,1777,AGUA TIERRA BLANCA
33923,1724,AGUA TULE
33149,1698,AGUA XOCA
32342,1676,AGUAYO
18280,2239,AGUA ZARCA
34622,1747,AGUA ZARCA
30950,1637,AGUA ZARCA
35787,1776,AGUA ZARCA
33999,1725,AGUA ZARCA
31480,1651,AGUA ZARCA
31241,1647,AGUA ZARCA
19612,2088,AGUA ZARCA
30724,1633,AGUA ZARCA
5578,2121,AGUA ZARCA
4464,2139,AGUILA REAL
16904,2230,AGUILERA
2335,2102,AGUILERA
19623,2088,AGUILERA
22997,2266,AGÜITA FRIA
7541,2154,AGUSTINA CRUZ PASCUAL
8050,2158,AGUSTINA MUÑOZ
22143,2259,AGUSTIN AVELINO
30902,1636,AGUSTIN BELLO
5656,2121,AGUSTIN BOZADA
22959,2265,AGUSTIN CRUZ SERNA
31768,1655,AGUSTINES
33420,1711,AGUSTIN FLORES PEREZ
3763,2131,AGUSTIN GONZALEZ
6439,2179,AGUSTIN HUERTA RIOS (LAS GOLONDRINAS)
8359,2163,AGUSTIN JAIME SANCHEZ
15443,2216,AGUSTIN LUNA
34882,1753,AGUSTIN MAZOCO MERLO
25524,2278,AGUSTIN MELGAR
8543,2164,AGUSTIN MELGAR
3994,2135,AGUSTIN MILLAN
13282,2209,AGUSTIN MORALES
23990,2279,AGUSTIN ORTIZ
6162,2179,AGUSTIN RAMOS PEREZ
297,2083,AGUSTIN REYES
23695,2275,AGUSTIN SANCHEZ
16500,2226,AGUSTIN SANCHEZ OLIVARES
32457,1679,AHILA
15139,2215,AHITIC
8576,2165,AHORRADERO
32946,1686,AHUACAITIC
8389,2164,AHUACAPA I
32913,1686,AHUACAPAN
16050,2225,AHUACAPAN
2864,2113,AHUACAPAN
8481,2164,AHUACAPA SEGUNDO
8731,2167,AHUACATAN
8858,2169,AHUACATEPEC
8755,2167,AHUACATITA
32458,1679,AHUACATITLA
28812,1576,AHUACATLA
11318,2195,AHUACATLA
31046,1641,AHUACATLAN
28797,1574,AHUACATLAN
28771,1574,AHUACATLAN
35697,1775,AHUACATLAN
34846,1752,AHUACATLAYA
17294,2233,AHUACUITLAPA
20018,2246,AHUALULCO
5416,2120,AHUAMOLO
2609,2105,AHUAPILOL
28440,1742,AHUATA
35613,1772,AHUATA
34890,1754,AHUATAMIMILOL
17305,2233,AHUATEMPA
31020,1640,AHUATEMPAN (SAN LUCAS AHUATEMPAN)
2262,2102,AHUATENO
32035,1665,AHUATENO
29741,1627,AHUATENO
31546,1653,AHUATENO
5205,2120,AHUATENO
5457,2120,AHUATENO CHICO
15974,2183,AHUATEPEC
2263,2102,AHUATEPEC
30603,1629,AHUATEPEC
31217,1646,AHUATEPEC
35489,1766,AHUATEPEC
35334,1763,AHUATEPEC
33734,1721,AHUATEPEC
33733,1721,AHUATEPEC
20750,2253,AHUATEPEC
28913,1578,AHUATEPEC
29407,1596,AHUATEPEC
33706,1721,AHUATEPEC
2679,2107,AHUATEPEC
29529,1620,AHUATEPEC
2817,2113,AHUATEPEC
8859,2169,AHUATEPEC
35741,1775,AHUATEPEC
30670,1632,AHUATEPEC DE LA PRESA (AHUATEPEC)
29910,1600,AHUATEPEC DEL CAMINO
2618,2105,AHUATITLA
5206,2120,AHUATITLA ABAJO
5207,2120,AHUATITLA ARRIBA
29530,1620,AHUATLA
30561,1612,AHUATLA
32914,1686,AHUATLA
28872,1578,AHUATLA
35341,1763,AHUATLAMANCA
5208,2120,AHUATLAN
28799,1575,AHUATLAN
29603,1623,AHUATLAN
30964,1639,AHUATLAN
15933,2220,AHUATLIXCO
35377,1765,AHUAXINTITLA
8210,2160,AHUAYACAN
28811,1576,AHUAZOTEPEC
30591,1613,AHUEHUETE (TIERRA AZUL)
28845,1577,AHUEHUETITLA
28841,1577,AHUEHUETITLA
28832,1577,AHUEHUETITLA
30231,1606,AHUEHUETZINGO
35788,1776,AHUETECACO
1154,2091,AHUEYAHUALCO
5209,2120,AHUICA
2678,2107,AHUIHUIXTLA
5210,2120,AHUIMOL TZIMPIASCO
23522,2275,AIDA
30404,1608,AILITLA
23237,2275,AIRE LIBRE (KILOMETRO 15)
34486,1742,AIRE LIBRE (LA MINA)
35745,1776,AJAJALPAN (CUAMANALA)
32250,1673,AJOAQUE
34891,1754,AJOCOTZINGO
18532,2241,AJOLOCO
30294,1608,AJOLOTLA
17711,2237,AJOQUENTLA
31604,1653,AJULUAPAN
5379,2120,AKICHTZINTLA
15846,2219,ALACRAN MAYOR
24600,2291,ALAGUACO
31209,1645,ALAHILA
29695,1627,ALAHUACAPAN
5211,2120,ALAHUALTITLA
19472,2088,ALAJUELA
23466,2275,ALAJUELA
23514,2275,ALAMANSO
32207,1670,ALAMBIQUE
14291,2211,ALAMO
13294,2210,ALAMO
19751,2088,ALAMO TORTUGA
22037,2259,ALAN BAKER
5212,2120,ALAXCUATITLA
5249,2120,ALAXTITLA HUIXNOPALA
5213,2120,ALAXTITLA IXCACUATITLA
5321,2120,ALAXTITLA MORENOTLAN
5214,2120,ALAXTITLA POSTECTITLA
5376,2120,ALAXTITLA TEPETZINTLA
31537,1652,ALBERTO AGUILAR OSORIO
5054,2117,ALBERTO ARGÜELLES
20730,2252,ALBERTO BERNAL
19879,2088,ALBERTO GONZALEZ BRAVO
21765,2258,ALBERTO HERNANDEZ
10664,2191,ALBERTO LARA RIVERA
23424,2275,ALBERTO MARTINEZ
25793,2228,ALBERTO PORTILLO MENDOZA
6157,2179,ALBERTO RAMOS RODRIGUEZ
3141,2113,ALBERTO ROSARIO
8974,2169,ALBERTO SANCHEZ
6481,2179,ALBERTO SANTIAGO LUNA
7916,2158,ALBERTO SOLER
15963,2221,ALBERTO TEJEDA
23495,2275,ALBERTO VAZQUEZ
11429,2196,ALBERTO VILLAGOMEZ
9686,2174,ALBINO CRUZ
20682,2252,ALBORADA
6712,2146,ALBORADA
2411,2102,ALBORADA
15105,2214,ALCOHOLICOS ANONIMOS ANEXO
24724,2154,ALDANA
3264,2114,ALDARAIZA
25794,2228,ALEGRE
192,2083,ALEJANDRINO JOACHIN
7263,2151,ALEJANDRO CORTAZAR SANTIAGO (GOLO)
724,2084,ALEJANDRO DOMINGUEZ LEON
19902,2088,ALEJANDRO HERNANDEZ SANCHEZ
6300,2179,ALEJANDRO LUNA HERNANDEZ
29963,1600,ALEJANDRO ORDINOLA LOPEZ
24984,2145,ALEJANDRO ORTEGA MERAZ
36065,1781,ALEJANDRO ROJAS MARTINEZ
23526,2275,ALEJANDRO VEGA
370,2083,ALFA Y OMEGA (SANTA CLARA)
17164,2230,ALFONSO AMEZCUA
18336,2239,ALFONSO ANTONIO GERARDO
8526,2164,ALFONSO BARRAGAN
22924,2265,ALFONSO CARRILLO
11270,2194,ALFONSO FLORES
31538,1652,ALFONSO GAMBOA
19319,2244,ALFONSO GOMEZ
22268,2259,ALFONSO HERNANDEZ
13813,2210,ALFONSO LOZANO
5805,2179,ALFONSO MEDINA
13857,2210,ALFONSO PAZ
5725,2122,ALFONSO TALMA
17959,2237,ALFREDO CASTAN
8051,2158,ALFREDO CERVANTES
98,2083,ALFREDO CUADRA I. PIÑA
22286,2259,ALFREDO DOMINGUEZ
2978,2113,ALFREDO GUTIERREZ MORALES
7264,2151,ALFREDO HERNANDEZ SALAZAR
22144,2259,ALFREDO JUAREZ
22269,2259,ALFREDO QUIJANO RICAÑO
6301,2179,ALFREDO QUIROGA CABRERA
22145,2259,ALFREDO REYES JUAREZ
19415,2244,ALFREDO TOMAS
17960,2237,ALFREDO VAZQUEZ
25795,2228,ALFREDO V. BONFIL
19626,2088,ALFREDO V. BONFIL
20716,2252,ALFREDO ZAVALA
12861,2208,ALGODONAL
35317,1763,ALHUACA
28712,1572,ALHUELICA (SECCION QUINTA DE ACTIPAN)
10159,2188,ALIANZA
22534,2263,ALICIA AGUIRRE RODRIGUEZ
14569,2211,ALIMENTOS TAJIN
28932,1580,ALJOJUCA
34060,1727,ALLAHUALOLE
3583,2130,ALLENDE
29861,1628,ALLENDE (COLONIA IGNACIO ALLENDE)
16906,2230,ALMAGRES
25134,2274,ALMA LEONOR
2264,2102,ALMANZA
29075,1588,ALMAZANTLA
31605,1653,ALMEYA
35823,1776,ALMEYA
30352,1608,ALMEYA (CASA BLANCA)
21282,2257,ALMILINGA (SANTO DOMINGO MANZANARES)
11501,2198,ALMOLONGA
24557,2290,ALMOLONGA
34295,1737,ALMOLONGA (TODOS SANTOS)
34938,1754,ALMOLONI
32478,1679,ALMOLOYA
29610,1624,ALMOLOYA (SAN JERONIMO ALMOLOYA)
30076,1602,ALMOLUNCA
31606,1653,ALMONAMIQUE
16698,2229,ALONSO LAZARO
6302,2179,ALONSO MARTINEZ BAUTISTA
20585,2249,ALONSO MARTINEZ MARTINEZ
7570,2154,ALONSO NAVARRETE
921,2089,ALPATLAHUAC
29611,1624,ALPATLAHUAC (SAN PEDRO ALPATLAHUAC)
17796,2237,ALPIREZ
35890,1777,ALPOZONGA
725,2084,ALSAN
31047,1641,ALSESECA
1186,2091,ALSESECA
2265,2102,ALSESECA EL CHICO
2266,2102,ALSESECA EL GRANDE
3928,2134,ALTA LUZ
2164,2100,ALTA LUZ
371,2083,ALTA LUZ
32915,1686,ALTA LUZ
16621,2229,ALTA LUZ
9997,2186,ALTA LUZ
24491,2290,ALTA LUZ
7310,2152,ALTA LUZ
33693,1720,ALTA LUZ
20598,2250,ALTA LUZ DEL CASTILLO
12863,2208,ALTAMIRA
34793,1750,ALTAMIRA
12640,2208,ALTAMIRA
12072,2208,ALTAMIRA
19072,2241,ALTAMIRA
8052,2158,ALTAMIRA
1131,2090,ALTAMIRA
34982,1755,ALTAMIRA
22188,2275,ALTAMIRA
17330,2234,ALTAMIRA
35487,1766,ALTAMIRA
24573,2291,ALTAMIRA
5378,2120,ALTAMIRA
7947,2158,ALTAMIRA
9294,2171,ALTAMIRA
7353,2153,ALTAMIRA
30353,1608,ALTAMIRA
7771,2158,ALTAMIRA
21283,2257,ALTAMIRA
17644,2236,ALTAMIRA
1969,2095,ALTAMIRA
3859,2133,ALTAMIRA
30739,1633,ALTAMIRA
35161,1762,ALTAMIRA
4667,2140,ALTA MIRA
35039,1757,ALTAMIRA CHICO
2506,2103,ALTAMIRADA
31392,1647,ALTAMIRA (KILOMETRO 25)
18741,2241,ALTA ROSA
12611,2208,ALTAVISTA
12073,2208,ALTAVISTA
35574,1769,ALTAVISTA
12825,2208,ALTAVISTA
13127,2208,ALTA VISTA
11666,2201,ALTA VISTA (PUERTA VIEJA)
28937,1581,ALTEPEXI
28946,1581,ALTEPEXI
33046,1692,ALTICA
5072,2117,ALTO A LA BANDERA
28950,1581,ALTO DE BELLA VISTA
13829,2210,ALTO DE LA BANDERA
12702,2208,ALTO DE LA CENIZA
12864,2208,ALTO DE LA JABA
18039,2238,ALTO DE LA ZAPUPERA
18250,2238,ALTO DE LA ZAPUPERA
17999,2238,ALTO DEL CARMEN
24859,2145,ALTO DEL CERON
12479,2208,ALTO DEL CHIJOLAR
13451,2210,ALTO DEL CHIJOL (LOS MANGUITOS)
14103,2210,ALTO DEL CHOTE
15141,2215,ALTO DE LEON
13902,2210,ALTO DEL ESTERILLO
13667,2210,ALTO DEL ESTERO
5074,2117,ALTO DEL ESTERO
12021,2208,ALTO DEL JAGÜEY
12865,2208,ALTO DEL MEZQUITE
11991,2208,ALTO DEL MORALITO
13817,2210,ALTO DEL MUERTO
13452,2210,ALTO DEL NARANJO
14242,2210,ALTO DEL NARANJO
13680,2210,ALTO DEL NOPAL
14104,2210,ALTO DEL OJITE
19998,2246,ALTO DEL OJITE
13681,2210,ALTO DEL OJITE
20325,2246,ALTO DE LOS BURROS
12022,2208,ALTO DE LOS CIRUELOS (LA CONSERVA)
20012,2246,ALTO DEL PATO
12866,2208,ALTO DEL POZO VIEJO
12584,2208,ALTO DEL POZO VIEJO
12867,2208,ALTO DEL SOMBRERO
11974,2208,ALTO DEL TIGRE
961,2090,ALTO DEL TIZAR
13939,2210,ALTO DEL VADO
18117,2238,ALTO DE MOLINA
23328,2275,ALTO DE SAN LORENZO
10794,2193,ALTO DE UXPANAPA
13901,2210,ALTO DE VEGA CERCADA
20418,2246,ALTO DE VEGA RICA
20295,2246,ALTO EL CARMEN
12057,2208,ALTO EL ENCANTADO
20019,2246,ALTO EL JOBO
33297,1707,ALTO EL MIRADOR
12868,2208,ALTO EL MIRADOR
12020,2208,ALTO EL PABELLON
24893,2145,ALTO LA BANDERA
20226,2246,ALTO LA SOMBRA
20419,2246,ALTO LAS PILAS
12645,2208,ALTO LOS NOVIOS
12846,2208,ALTO LUCERO
9468,2283,ALTO LUCERO
14419,2211,ALTO LUCERO
23238,2275,ALTO LUCERO
5645,2121,ALTO LUCERO
959,2090,ALTO LUCERO
1136,2090,ALTO LUCERO
10386,2188,ALTO LUCERO
18900,2241,ALTO LUCERO
32947,1686,ALTO LUCERO
35506,1767,ALTO LUCERO
17076,2230,ALTO LUCERO
30547,1612,ALTO LUCERO
7500,2154,ALTO LUCERO
9600,2174,ALTO LUCERO
17797,2237,ALTO MATEO
18897,2241,ALTO MINCUINI
20689,2252,ALTO MORENO
15,2081,ALTO PIXQUIAC
1441,2092,ALTO SIMON
20253,2246,ALTO TANTOYUQUITA
20610,2251,ALTO TIO DIEGO
5821,2179,ALTO UXPANAPA
5779,2179,ALTO UXPANAPA (EL AMATE)
10706,2191,ALVARADITO
34430,1740,ALVARESCO
16830,2229,ALVARO CASTELLANOS
25960,2461,ALVARO GOMEZ
14535,2211,ALVARO GUTIERREZ
23672,2275,ALVARO GUZMAN
2100,2097,ALVARO OBREGON
29911,1600,ALVARO OBREGON
31182,1645,ALVARO OBREGON
8243,2162,ALVARO OBREGON
31038,1640,ALVARO OBREGON (BARRANCA SAN MIGUEL)
31021,1640,ALVARO OBREGON EJIDO
32036,1665,ALVARO OBREGON (SAN FRANCISCO)
34178,1732,ALVARO OBREGON (SANTA MARIA GOROZPE)
33698,1720,ALVARO SANDOVAL
3452,2129,ALXOXUCA
35342,1763,ALZOQUITZINTLE
34826,1751,AMACUGTLA
16578,2226,AMADA GARCIA
9672,2174,AMADEO PARRA
11016,2193,AMADO ATILANO MARTINEZ
24985,2145,AMADO HERNANDEZ MEDINA
16300,2225,AMADO IXBA
